,Category,Message,Emoji,Mathematical symbols,URL,shorthands,Dot,length,capitals,Num_Phone,Special characters,word_count,mis_spell
1487,ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,0,0,1,0,154,1,0,1,33,1
1488,ham,I told your number to gautham..,0,0,0,0,1,31,1,0,0,6,1
1489,ham,Tell them no need to investigate about me anywhere.,0,0,0,1,0,51,0,0,0,9,1
1490,ham,Ok i juz receive..,0,0,0,2,1,18,0,0,0,4,1
1491,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,0,0,0,0,172,0,0,1,34,1
1492,spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",0,0,1,3,0,130,2,0,1,22,1
1493,ham,In the end she might still vomit but its okay. Not everything will come out.,0,0,0,0,0,76,0,0,0,15,1
1494,ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,0,0,1,3,78,0,0,1,14,1
1495,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,0,0,3,0,112,0,0,0,22,1
1496,ham,Hey gals.. Anyone of u going down to e driving centre tmr?,0,0,0,4,1,58,0,0,0,12,1
1497,ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,0,0,2,0,158,0,0,0,34,1
1498,ham,I'm putting it on now. It should be ready for  &lt;TIME&gt;,0,0,0,1,0,59,0,0,2,12,1
1499,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,0,0,5,0,154,0,0,0,29,1
1500,spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",0,1,0,6,0,154,4,0,0,28,1
1501,ham,Host-based IDPS for linux systems.,0,1,0,0,0,34,1,0,0,5,1
1502,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,0,0,5,0,122,7,1,0,24,1
1503,ham,Don no da:)whats you plan?,1,0,0,2,0,26,0,0,0,5,1
1504,ham,Ill be there on  &lt;#&gt;  ok.,0,0,0,1,0,31,0,0,3,8,1
1505,ham,Oh my God. I'm almost home,0,0,0,2,0,26,0,0,0,6,1
1506,ham,Total video converter free download type this in google search:),1,0,0,1,0,64,0,0,0,10,1
1507,spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,0,0,0,0,0,121,2,0,0,24,1
1508,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,0,0,10,3,179,0,0,1,34,1
1509,ham,Sounds like something that someone testing me would sayy,0,0,0,0,0,56,0,0,0,9,1
1510,ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,0,0,4,1,148,0,0,0,33,1
1511,ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",1,0,0,0,0,90,0,0,0,16,1
1512,ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,0,0,3,0,110,0,0,0,22,1
1513,ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,2,0,9,1,458,2,0,0,95,1
1514,ham,Hows the champ just leaving glasgow!,0,0,0,1,0,36,0,0,1,6,1
1515,ham,K:)all the best:)congrats...,2,0,0,0,1,28,0,0,0,3,1
1516,ham,I wonder if you'll get this text?,0,0,0,1,0,33,1,0,0,7,1
1517,ham,I need to come home and give you some good lovin...,0,0,0,0,1,51,1,0,0,11,1
1518,spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,0,0,0,0,0,157,0,0,0,28,1
1519,ham,Shall i ask one thing if you dont mistake me.,0,0,0,1,0,45,0,0,0,10,1
1520,ham,Check wid corect speling i.e. Sarcasm,0,0,0,1,0,37,0,0,0,6,1
1521,spam,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",0,4,0,2,0,159,4,0,3,27,5
1522,ham,Are you angry with me. What happen dear,0,0,0,1,0,39,0,0,0,8,1
1523,ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0,0,0,7,1,96,1,0,0,23,1
1524,ham,Yup ok thanx...,0,0,0,2,1,15,0,0,0,3,1
1525,ham,Hi:)cts employee how are you?,1,0,0,0,0,29,0,0,0,5,1
1526,ham,Pls pls find out from aunt nike.,0,0,0,2,0,32,0,0,0,7,1
1527,ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0,0,0,3,2,152,4,0,1,37,1
1528,ham,No screaming means shouting..,0,0,0,1,1,29,0,0,0,4,1
1529,ham,Hey what happen de. Are you alright.,0,0,0,1,0,36,0,0,0,7,1
1530,ham,Should I have picked up a receipt or something earlier,0,0,0,0,0,54,1,0,0,10,1
1531,ham,I think chennai well settled?,0,0,0,1,0,29,1,0,0,5,1
1532,ham,Oh dang! I didn't mean o send that to you! Lol!,0,0,0,5,0,47,1,0,3,11,1
1533,ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0,0,0,4,0,172,0,0,0,36,1
1534,ham,Horrible bf... I now v hungry...,0,0,0,1,2,32,1,0,0,6,1
1535,ham,Remember on that day..,0,0,0,0,1,22,0,0,0,4,1
1536,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,0,4,0,0,0,150,1,0,0,28,1
1537,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,0,0,3,0,91,0,0,2,18,1
1538,ham,All sounds good. Fingers . Makes it difficult to type,0,0,0,0,0,53,0,0,0,10,1
1539,ham,Midnight at the earliest,0,0,0,0,0,24,0,0,0,4,1
1540,ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,0,0,1,0,121,2,0,0,24,1
1541,ham,K come to nordstrom when you're done,0,0,0,2,0,36,1,0,0,7,1
1542,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,0,0,9,5,212,7,0,1,39,1
1543,ham,Now press conference da:),1,0,0,1,0,25,0,0,0,4,1
1544,spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",0,1,1,0,0,156,1,0,0,26,1
1545,ham,After completed degree. There is no use in joining finance.,0,0,0,1,0,59,0,0,0,10,1
1546,ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0,0,0,0,0,155,0,0,1,35,1
1547,ham,Shant disturb u anymore... Jia you...,0,0,0,1,2,37,0,0,0,6,1
1548,ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0,0,0,3,2,79,0,0,0,17,1
1549,ham,"Me, i dont know again oh",0,0,0,1,0,24,0,0,0,6,1
1550,ham,Dude sux for snake. He got old and raiden got buff,0,0,0,3,0,50,0,0,0,11,1
1551,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),0,0,0,1,0,75,0,0,0,16,1
1552,ham,In e msg jus now. U said thanks for gift.,0,0,0,3,0,41,1,0,0,10,1
1553,ham,U too...,0,0,0,1,1,8,1,0,0,2,1
1554,ham,Ok how you dear. Did you call chechi,0,0,0,1,0,36,0,0,0,8,1
1555,ham,Yeah we do totes. When u wanna?,0,0,0,3,0,31,0,0,0,7,1
1556,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,0,0,3,0,73,0,0,0,15,1
1557,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),1,1,0,0,0,127,0,0,0,26,1
1558,ham,Wat r u doing?,0,0,0,3,0,14,0,0,0,4,1
1559,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0,0,0,0,0,97,2,0,0,23,1
1560,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0,0,0,5,2,123,0,0,0,22,1
1561,ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,0,0,1,0,92,0,0,0,19,1
1562,ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0,0,0,3,1,63,0,0,0,11,1
1563,ham,Dude just saw a parked car with its sunroof popped up. Sux,0,0,0,2,0,58,0,0,0,12,1
1564,ham,Get ready to put on your excellent sub face :),1,0,0,0,0,46,0,0,0,10,1
1565,ham,Tmrw. Im finishing 9 doors,0,0,0,1,0,26,0,0,0,5,1
1566,ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0,0,0,3,0,143,0,0,9,33,1
1567,ham,I am late. I will be there at,0,0,0,0,0,29,2,0,0,8,1
1568,ham,"whatever, im pretty pissed off.",0,0,0,2,0,31,0,0,0,5,1
1569,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,0,0,1,1,156,2,0,0,24,1
1570,ham,I dont have that much image in class.,0,0,0,0,0,37,1,0,0,8,1
1571,ham,No:-)i got rumour that you going to buy apartment in chennai:-),2,2,0,0,0,63,0,0,0,11,1
1572,ham,Near kalainar tv office.thenampet,0,0,0,0,0,33,0,0,0,4,1
1573,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,0,7,0,3,0,145,2,1,0,22,1
1574,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,0,4,0,3,0,149,7,0,4,28,1
1575,ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,0,0,9,0,104,0,0,0,25,1
1576,ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,0,0,2,4,58,0,0,0,11,1
1577,ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0,0,0,2,0,62,2,0,0,14,1
1578,ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0,0,0,2,0,184,0,0,0,38,1
1579,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0,0,0,1,2,611,2,0,54,121,1
1580,ham,"Why is that, princess? I bet the brothas are all chasing you!",0,0,0,1,0,61,1,0,1,12,1
1581,ham,"I shall book chez jules for half eight, if that's ok with you?",0,0,0,2,0,62,1,0,0,13,1
1582,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,0,0,0,1,0,64,0,0,0,11,1
1583,ham,"Yep, at derek's house now, see you Sunday &lt;3",0,0,0,1,0,47,0,0,1,9,1
1584,ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0,0,0,2,0,92,0,0,3,20,1
1585,ham,"Sorry, I'll call later",0,0,0,1,0,22,0,0,0,4,1
1586,ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0,0,0,3,0,338,1,0,3,71,1
1587,ham,There are no other charges after transfer charges and you can withdraw anyhow you like,0,0,0,1,0,86,0,0,0,15,1
1588,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,0,0,4,1,159,6,0,0,32,1
1589,ham,At 4. Let's go to bill millers,0,0,0,0,0,30,0,0,0,7,1
1590,ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0,0,0,3,0,105,2,0,0,25,1
1591,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0,1,0,4,1,148,0,0,3,33,1
1592,ham,That's my honeymoon outfit. :),1,0,0,0,0,30,0,0,0,5,1
1593,ham,Will it help if we propose going back again tomorrow,0,0,0,1,0,52,0,0,0,10,1
1594,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,0,3,0,1,0,136,4,1,1,20,1
1595,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,0,0,4,0,152,0,0,2,28,1
1596,ham,Pls confirm the time to collect the cheque.,0,0,0,1,0,43,0,0,0,8,1
1597,spam,As a Registered Subscriber yr draw 4 a Â£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,0,0,0,5,0,146,0,0,0,29,5
1598,spam,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,0,0,0,0,0,144,2,1,1,23,5
1599,ham,Daddy will take good care of you :),1,0,0,1,0,35,0,0,0,8,1
1600,ham,"Yeah probably, I still gotta check out with leo",0,0,0,2,0,47,1,0,0,9,1
1601,ham,K.then any other special?,0,0,0,0,0,25,0,0,0,4,1
1602,ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0,1,0,2,0,127,0,0,0,27,1
1603,ham,Ok pa. Nothing problem:-),1,1,0,1,0,25,0,0,0,4,1
1604,ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,0,0,0,2,0,142,0,0,1,26,1
1605,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0,0,0,2,0,128,3,0,0,19,1
1606,ham,When you came to hostel.,0,0,0,0,0,24,0,0,0,5,1
1607,ham,Ok no prob... I'll come after lunch then...,0,0,0,3,2,43,0,0,0,8,1
1608,ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0,0,0,6,1,99,0,0,0,21,1
1609,ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0,0,0,1,0,152,0,0,0,36,1
1610,ham,You all ready for * big day tomorrow?,0,1,0,1,0,37,0,0,0,8,1
1611,ham,I'll probably be around mu a lot,0,0,0,2,0,32,0,0,0,7,1
1612,ham,645,0,0,0,0,0,3,0,0,0,1,0
1613,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,0,2,1,0,0,153,0,1,3,20,1
1614,ham,Thnx dude. u guys out 2nite?,0,0,0,3,0,28,0,0,0,6,1
1615,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,0,0,0,1,0,55,0,0,1,10,1
1616,ham,Mm i had my food da from out,0,0,0,2,0,28,0,0,0,8,1
1617,ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0,0,0,4,0,121,2,0,0,25,1
1618,ham,Did u download the fring app?,0,0,0,2,0,29,0,0,0,6,1
1619,ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,0,0,0,5,0,115,0,0,4,23,1
1620,ham,Friends that u can stay on fb chat with,0,0,0,1,0,39,0,0,0,9,1
1621,ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0,0,0,4,4,154,3,0,2,37,1
1622,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0,1,0,1,5,148,1,0,0,24,1
1623,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,0,3,0,3,0,132,2,1,0,24,1
1624,ham,"Ah, well that confuses things, doesnât it?",0,0,0,1,0,44,0,0,0,7,6
1625,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,0,0,0,4,0,71,0,0,0,14,1
1626,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,0,0,2,0,156,1,0,0,32,1
1627,ham,Dear how you. Are you ok?,0,0,0,2,0,25,0,0,0,6,1
1628,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS",0,1,0,0,0,147,3,1,2,27,5
1629,ham,Yes princess! I want to make you happy...,0,0,0,0,1,41,1,0,1,8,1
1630,ham,Sounds like you have many talents! would you like to go on a dinner date next week?,0,0,0,0,0,83,0,0,1,17,1
1631,ham,I am going to film 2day da. At 6pm. Sorry da.,0,0,0,1,0,45,1,0,0,11,1
1632,ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0,0,0,3,0,73,0,0,0,15,1
1633,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0,2,0,3,2,158,1,0,1,28,1
1634,ham,Yesterday its with me only . Now am going home.,0,0,0,0,0,47,0,0,0,10,1
1635,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",0,0,1,3,0,161,9,0,0,23,1
1636,ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0,0,0,1,2,159,0,0,0,32,1
1637,ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0,0,0,3,0,165,4,0,0,36,1
1638,spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",0,0,0,2,0,155,4,0,1,29,1
1639,ham,Great comedy..cant stop laughing da:),1,0,0,1,1,37,0,0,0,5,1
1640,spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,0,0,0,6,0,160,1,1,1,31,1
1641,ham,"Alright, we're all set here, text the man",0,0,0,2,0,41,0,0,0,8,1
1642,ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,0,0,3,0,136,0,0,0,33,1
1643,ham,Sleeping nt feeling well,0,0,0,2,0,24,0,0,0,4,1
1644,ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,0,0,0,1,0,35,7,0,2,7,1
1645,ham,India have to take lead:),1,0,0,0,0,25,0,0,0,5,1
1646,ham,I.ll post her out l8r. In class,0,0,0,2,0,31,0,0,0,7,1
1647,ham,Thts wat Wright Brother did to fly..,0,0,0,1,1,36,0,0,0,7,1
1648,ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry â¦ Head * ok but throat * wrecked. See you at six then!",0,3,0,2,0,132,0,0,1,28,6
1649,ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),1,0,0,7,5,156,2,0,1,27,1
1650,ham,ITS A LAPTOP TAKE IT WITH YOU.,0,0,0,0,0,30,7,0,0,7,1
1651,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0,0,0,1,1,118,1,0,0,27,1
1652,ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0,0,0,3,3,82,1,0,0,17,1
1653,spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",0,1,1,3,0,123,2,1,1,19,5
1654,ham,I was at bugis juz now wat... But now i'm walking home oredi... Ã so late then reply... I oso saw a top dat i like but din buy... Where r Ã¼ now?,0,0,0,7,4,146,2,0,0,33,6
1655,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,0,0,2,1,73,3,0,0,14,1
1656,ham,At 7 we will go ok na.,0,0,0,2,0,22,0,0,0,7,1
1657,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),1,0,0,3,0,90,1,0,0,19,1
1658,ham,S:-)if we have one good partnership going we will take lead:),2,1,0,3,0,61,0,0,0,11,1
1659,spam,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50,0,0,0,1,0,148,4,1,3,22,5
1660,ham,"Yeah, where's your class at?",0,0,0,1,0,28,0,0,0,5,1
1661,ham,No just send to you. Bec you in temple na.,0,0,0,1,0,42,0,0,0,10,1
1662,ham,"You aren't coming home between class, right? I need to work out and shower!",0,0,0,1,0,75,1,0,1,14,1
1663,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsÂ£1/minMobsmoreLKPOBOX177HP51FL,0,1,0,4,0,160,0,1,0,25,5
1664,ham,S but mostly not like that.,0,0,0,0,0,27,1,0,0,6,1
1665,ham,Ã v ma fan...,0,0,0,2,1,14,0,0,0,4,5
1666,ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,0,0,0,8,3,129,0,0,0,27,1
1667,ham,Guess who spent all last night phasing in and out of the fourth dimension,0,0,0,0,0,73,0,0,0,14,1
1668,ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0,0,0,1,0,88,0,0,0,19,1
1669,ham,"Yes..but they said its IT.,",0,0,0,0,1,27,1,0,0,5,1
1670,ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",1,2,0,2,1,147,1,0,0,24,1
1671,ham,Lmao!nice 1,0,0,0,0,0,11,0,0,1,2,1
1672,ham,Glad to see your reply.,0,0,0,0,0,23,0,0,0,5,1
1673,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,0,0,0,2,0,158,4,1,1,28,5
1674,spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,0,0,1,1,0,73,1,0,0,13,1
1675,ham,Nah dub but je still buff,0,0,0,3,0,25,0,0,0,6,1
1676,ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0,1,0,0,2,144,1,0,0,24,1
1677,ham,"Yeah, that's fine! It's Â£6 to get in, is that ok?",0,0,0,1,0,50,0,0,1,11,5
1678,ham,Lol where do u come up with these ideas?,0,0,0,2,0,40,0,0,0,9,1
1679,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0,0,0,0,2,156,0,0,1,29,1
1680,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0,0,0,2,2,122,0,0,0,23,1
1681,ham,Okay... We wait ah,0,0,0,1,1,18,0,0,0,4,1
1682,ham,Y lei?,0,0,0,1,0,6,1,0,0,2,1
1683,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0,0,0,7,0,126,29,0,1,30,1
1684,ham,Already am squatting is the new way of walking,0,0,0,1,0,46,0,0,0,9,1
1685,ham,Do you want bold 2 or bb torch,0,0,0,2,0,30,0,0,0,8,1
1686,ham,Cramps stopped. Going back to sleep,0,0,0,0,0,35,0,0,0,6,1
1687,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award,0,0,0,1,0,174,0,1,0,28,5
1688,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,0,6,0,1,0,114,1,1,0,16,1
1689,ham,Nan sonathaya soladha. Why boss?,0,0,0,1,0,32,0,0,0,5,1
1690,ham,Bring tat cd don forget,0,0,0,3,0,23,0,0,0,5,1
1691,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone,0,0,0,4,0,126,2,0,1,25,5
1692,ham,I don't know but I'm raping dudes at poker,0,0,0,1,0,42,1,0,0,9,1
1693,ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0,0,0,1,0,99,0,0,1,18,1
1694,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,0,0,7,0,96,0,0,0,20,1
1695,ham,Ã eatin later but i'm eatin wif my frens now lei... Ã going home first?,0,0,0,2,1,73,0,0,0,15,5
1696,ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0,0,0,1,3,72,1,0,0,12,1
1697,ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0,0,0,0,0,76,1,0,0,16,1
1698,ham,Hai priya are you right. What doctor said pa. Where are you.,0,0,0,1,0,60,0,0,0,12,1
1699,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",0,0,0,0,0,148,0,0,0,27,1
1700,ham,Ok...,0,0,0,0,1,5,0,0,0,1,0
1701,ham,Please ask mummy to call father,0,0,0,0,0,31,0,0,0,6,1
1702,ham,Can come my room but cannot come my house cos my house still messy... Haha...,0,0,0,1,2,77,0,0,0,15,1
1703,ham,I have lost 10 kilos as of today!,0,0,0,0,0,33,1,0,1,8,1
1704,ham,Just taste fish curry :-P,0,1,0,1,0,25,1,0,0,5,1
1705,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0,0,0,2,0,126,0,0,1,20,1
